created_date,latitude,longitude
"2018-10-07 16:10:09",20.60878410,-100.35194680
"2018-10-07 16:10:09",20.60839150,-100.35268977
"2018-10-07 16:16:18",20.60883888,-100.35068993
"2018-10-08 08:54:38",20.60903208,-100.35065264
"2018-10-08 08:54:38",20.60944049,-100.35299278
"2018-10-08 08:54:38",20.61088620,-100.35291868
"2018-10-08 08:54:38",20.61162968,-100.35451728
"2018-10-08 08:54:38",20.61302937,-100.35533317
"2018-10-08 08:54:38",20.61460492,-100.35548313
"2018-10-08 08:54:38",20.61491413,-100.35607690
"2018-10-08 08:54:38",20.61491002,-100.35616969
"2018-10-08 08:54:38",20.61479200,-100.35589862
"2018-10-08 09:00:53",20.61479519,-100.35587506
"2018-10-08 09:00:53",20.61484573,-100.35591186
"2018-10-08 15:16:45",20.61294228,-100.40315461
"2018-10-08 15:16:45",20.61288835,-100.40316568
"2018-10-08 15:16:45",20.61290955,-100.40310558
"2018-10-08 15:43:15",20.61294404,-100.40322645
"2018-10-08 20:23:58",20.61702012,-100.41004824
"2018-10-08 20:23:58",20.61377293,-100.38585680
"2018-10-08 20:23:58",20.60934813,-100.37166837
"2018-10-08 20:23:58",20.61610553,-100.35680830
"2018-10-09 19:22:43",20.62160251,-100.38543443
"2018-10-09 19:22:43",20.62156097,-100.38545631
"2018-10-09 19:22:43",20.61399889,-100.38052644
"2018-10-09 19:22:43",20.61407673,-100.38964801
"2018-10-09 19:22:43",20.61295597,-100.40110785
"2018-10-09 19:22:43",20.61223020,-100.40853848
"2018-10-09 19:22:43",20.61179212,-100.40821913
"2018-10-09 20:22:23",20.61551264,-100.35648975
"2018-10-09 20:22:23",20.61476309,-100.35589722
"2018-10-09 21:28:27",20.61479602,-100.35600297
"2018-10-09 21:28:27",20.61463497,-100.35595913
"2018-10-10 13:13:46",20.61472436,-100.35596718
"2018-10-10 13:13:46",20.61478324,-100.35584916
"2018-10-10 13:13:46",20.61465454,-100.35574129
"2018-10-11 16:59:27",19.95658335,-99.41292904
"2018-10-11 16:59:27",19.92252128,-99.37208571
"2018-10-11 16:59:27",19.87982661,-99.34263879
"2018-10-11 17:38:45",19.49655229,-99.23689228
"2018-10-15 07:32:53",20.61555798,-100.35515640
"2018-10-15 07:32:53",20.61017563,-100.37155132
"2018-10-15 07:32:53",20.61296793,-100.38416600
